0;-0.03479
0.001;-0.083313
0.002;-0.1297
0.003;-0.172424
0.004;-0.210876
0.005;-0.243835
0.006;-0.270691
0.007;-0.291443
0.008;-0.305481
0.009;-0.313416
0.01;-0.314636
0.011;-0.309753
0.012;-0.299683
0.013;-0.285034
0.014;-0.266724
0.015;-0.245361
0.016;-0.221863
0.017;-0.197754
0.018;-0.173035
0.019;-0.148621
0.02;-0.125427
0.021;-0.10437
0.022;-0.085144
0.023;-0.0683594
0.024;-0.0540161
0.025;-0.0418091
0.026;-0.0320435
0.027;-0.0247192
0.028;-0.0192261
0.029;-0.0158691
0.03;-0.0137329
0.031;-0.0128174
0.032;-0.0134277
0.033;-0.0146484
0.034;-0.0167847
0.035;-0.0189209
0.036;-0.0210571
0.037;-0.0228882
0.038;-0.0247192
0.039;-0.0262451
0.04;-0.027771
0.041;-0.0292969
0.042;-0.0302124
0.043;-0.0302124
0.044;-0.0296021
0.045;-0.0283813
0.046;-0.0268555
0.047;-0.0250244
0.048;-0.0228882
0.049;-0.020752
0.05;-0.0180054
0.051;-0.015564
0.052;-0.0131226
0.053;-0.010376
0.054;-0.00793457
0.055;-0.00549316
0.056;-0.00244141
0.057;0.000305176
0.058;0.00335693
0.059;0.00610352
0.06;0.00854492
0.061;0.010376
0.062;0.0115967
0.063;0.0128174
0.064;0.0134277
0.065;0.0134277
0.066;0.0128174
0.067;0.0119019
0.068;0.0109863
0.069;0.00976562
0.07;0.00823975
0.071;0.00671387
0.072;0.00518799
0.073;0.00396729
0.074;0.00274658
0.075;0.00183105
0.076;0.0012207
0.077;0.0012207
0.078;0.00152588
0.079;0.00213623
0.08;0.00274658
0.081;0.00366211
0.082;0.00457764
0.083;0.00579834
0.084;0.00701904
0.085;0.00793457
0.086;0.00915527
0.087;0.0100708
0.088;0.0112915
0.089;0.0134277
0.09;0.0158691
0.091;0.0186157
0.092;0.0213623
0.093;0.0231934
0.094;0.0244141
0.095;0.0253296
0.096;0.0256348
0.097;0.0259399
0.098;0.0259399
0.099;0.0259399
0.1;0.0259399
0.101;0.0259399
0.102;0.0259399
0.103;0.0262451
0.104;0.0262451
0.105;0.0259399
0.106;0.0253296
0.107;0.0247192
0.108;0.0244141
0.109;0.0244141
0.11;0.0244141
0.111;0.0244141
0.112;0.0241089
0.113;0.0234985
0.114;0.0228882
0.115;0.0222778
0.116;0.0216675
0.117;0.020752
0.118;0.0198364
0.119;0.0186157
0.12;0.0177002
0.121;0.0170898
0.122;0.0170898
0.123;0.0170898
0.124;0.0177002
0.125;0.0183105
0.126;0.0189209
0.127;0.0198364
0.128;0.020752
0.129;0.0216675
0.13;0.0222778
0.131;0.0231934
0.132;0.0238037
0.133;0.0247192
0.134;0.0259399
0.135;0.0274658
0.136;0.0286865
0.137;0.0305176
0.138;0.0323486
0.139;0.0338745
0.14;0.0354004
0.141;0.0363159
0.142;0.0363159
0.143;0.0354004
0.144;0.0341797
0.145;0.0326538
0.146;0.0314331
0.147;0.0305176
0.148;0.0296021
0.149;0.0289917
0.15;0.0280762
0.151;0.0268555
0.152;0.0256348
0.153;0.0241089
0.154;0.0228882
0.155;0.0219727
0.156;0.0213623
0.157;0.020752
0.158;0.0204468
0.159;0.0201416
0.16;0.0201416
0.161;0.0201416
0.162;0.0201416
0.163;0.020752
0.164;0.0213623
0.165;0.0222778
0.166;0.022583
0.167;0.0228882
0.168;0.0231934
0.169;0.0234985
0.17;0.0238037
0.171;0.0244141
0.172;0.0247192
0.173;0.0250244
0.174;0.0250244
0.175;0.0250244
0.176;0.0244141
0.177;0.0238037
0.178;0.0231934
0.179;0.022583
0.18;0.0222778
0.181;0.022583
0.182;0.0234985
0.183;0.0247192
0.184;0.0265503
0.185;0.0280762
0.186;0.0296021
0.187;0.0305176
0.188;0.0314331
0.189;0.0317383
0.19;0.0320435
0.191;0.0320435
0.192;0.0320435
0.193;0.0314331
0.194;0.0311279
0.195;0.0305176
0.196;0.0302124
0.197;0.0302124
0.198;0.0308228
0.199;0.0317383
0.2;0.032959
0.201;0.0335693
0.202;0.0344849
0.203;0.0357056
0.204;0.0372314
0.205;0.0393677
0.206;0.0415039
0.207;0.0436401
0.208;0.0457764
0.209;0.0476074
0.21;0.0491333
0.211;0.050354
0.212;0.0515747
0.213;0.0527954
0.214;0.0540161
0.215;0.0552368
0.216;0.0558472
0.217;0.0558472
0.218;0.055542
0.219;0.0543213
0.22;0.0531006
0.221;0.0512695
0.222;0.0494385
0.223;0.0469971
0.224;0.0445557
0.225;0.0411987
0.226;0.0375366
0.227;0.0335693
0.228;0.0302124
0.229;0.0271606
0.23;0.0247192
0.231;0.0222778
0.232;0.0201416
0.233;0.0180054
0.234;0.0158691
0.235;0.0143433
0.236;0.0131226
0.237;0.012207
0.238;0.0119019
0.239;0.0115967
0.24;0.0112915
0.241;0.0109863
0.242;0.0100708
0.243;0.0088501
0.244;0.00701904
0.245;0.00488281
0.246;0.00274658
0.247;0.000915527
0.248;-0.000915527
0.249;-0.00244141
0.25;-0.00396729
0.251;-0.00549316
0.252;-0.00762939
0.253;-0.0100708
0.254;-0.0128174
0.255;-0.0164795
0.256;-0.0201416
0.257;-0.0244141
0.258;-0.0289917
0.259;-0.0332642
0.26;-0.0369263
0.261;-0.039978
0.262;-0.0427246
0.263;-0.045166
0.264;-0.0476074
0.265;-0.0497437
0.266;-0.0518799
0.267;-0.0537109
0.268;-0.0549316
0.269;-0.0558472
0.27;-0.0558472
0.271;-0.055542
0.272;-0.0546265
0.273;-0.0540161
0.274;-0.0531006
0.275;-0.0521851
0.276;-0.0518799
0.277;-0.0515747
0.278;-0.0512695
0.279;-0.0509644
0.28;-0.0506592
0.281;-0.050354
0.282;-0.0506592
0.283;-0.0512695
0.284;-0.0518799
0.285;-0.0524902
0.286;-0.0531006
0.287;-0.0537109
0.288;-0.0543213
0.289;-0.0546265
0.29;-0.0549316
0.291;-0.0558472
0.292;-0.057373
0.293;-0.0588989
0.294;-0.0598145
0.295;-0.0604248
0.296;-0.0604248
0.297;-0.0598145
0.298;-0.0585938
0.299;-0.057373
0.3;-0.055542
0.301;-0.0537109
0.302;-0.0509644
0.303;-0.0479126
0.304;-0.0448608
0.305;-0.0424194
0.306;-0.039978
0.307;-0.0378418
0.308;-0.0357056
0.309;-0.0335693
0.31;-0.0311279
0.311;-0.0286865
0.312;-0.0268555
0.313;-0.0247192
0.314;-0.0228882
0.315;-0.0213623
0.316;-0.0198364
0.317;-0.0186157
0.318;-0.017395
0.319;-0.0167847
0.32;-0.0161743
0.321;-0.0161743
0.322;-0.0167847
0.323;-0.017395
0.324;-0.0186157
0.325;-0.0198364
0.326;-0.020752
0.327;-0.0216675
0.328;-0.0219727
0.329;-0.0219727
0.33;-0.0222778
0.331;-0.0228882
0.332;-0.0238037
0.333;-0.0250244
0.334;-0.0265503
0.335;-0.027771
0.336;-0.0292969
0.337;-0.0308228
0.338;-0.0326538
0.339;-0.03479
0.34;-0.0369263
0.341;-0.0387573
0.342;-0.0405884
0.343;-0.0411987
0.344;-0.0415039
0.345;-0.0411987
0.346;-0.0405884
0.347;-0.039978
0.348;-0.0393677
0.349;-0.0390625
0.35;-0.0387573
0.351;-0.0387573
0.352;-0.0384521
0.353;-0.0378418
0.354;-0.0369263
0.355;-0.0360107
0.356;-0.0344849
0.357;-0.0326538
0.358;-0.0311279
0.359;-0.0299072
0.36;-0.0286865
0.361;-0.0280762
0.362;-0.0274658
0.363;-0.0271606
0.364;-0.0265503
0.365;-0.0259399
0.366;-0.0259399
0.367;-0.0262451
0.368;-0.0274658
0.369;-0.0289917
0.37;-0.0305176
0.371;-0.0317383
0.372;-0.0323486
0.373;-0.0317383
0.374;-0.0299072
0.375;-0.027771
0.376;-0.0250244
0.377;-0.0222778
0.378;-0.0201416
0.379;-0.0186157
0.38;-0.017395
0.381;-0.0167847
0.382;-0.0161743
0.383;-0.0152588
0.384;-0.0143433
0.385;-0.0134277
0.386;-0.0131226
0.387;-0.0128174
0.388;-0.0128174
0.389;-0.0128174
0.39;-0.0128174
0.391;-0.0131226
0.392;-0.0137329
0.393;-0.0146484
0.394;-0.0161743
0.395;-0.0177002
0.396;-0.0195312
0.397;-0.0210571
0.398;-0.022583
0.399;-0.0241089
0.4;-0.0256348
0.401;-0.0265503
0.402;-0.0268555
0.403;-0.0268555
0.404;-0.0265503
0.405;-0.0259399
0.406;-0.0253296
0.407;-0.0247192
0.408;-0.0244141
0.409;-0.0244141
0.41;-0.0244141
0.411;-0.0241089
0.412;-0.0238037
0.413;-0.0231934
0.414;-0.0222778
0.415;-0.0213623
0.416;-0.0201416
0.417;-0.0192261
0.418;-0.0186157
0.419;-0.0189209
0.42;-0.0195312
0.421;-0.020752
0.422;-0.0222778
0.423;-0.0234985
0.424;-0.0241089
0.425;-0.0241089
0.426;-0.0234985
0.427;-0.0231934
0.428;-0.022583
0.429;-0.022583
0.43;-0.0222778
0.431;-0.022583
0.432;-0.022583
0.433;-0.0228882
0.434;-0.0238037
0.435;-0.0247192
0.436;-0.0256348
0.437;-0.0265503
0.438;-0.0271606
0.439;-0.0271606
0.44;-0.0271606
0.441;-0.0265503
0.442;-0.0259399
0.443;-0.0250244
